Project_ID,Display Width (Feet),Display Height (Feet),Total Area Sq Ft,Pixel Pitch,Cabinet Width (mm),Cabinet Height (mm),Module Width (mm),Module Height (mm),Aspect Ratio,Installation Type,Brightness (nits),Refresh Rate (Hz),Display Width (mm),Display Height (mm),Horizontal Pixels,Vertical Pixels,Total Pixels,Total Megapixels,Cabinets Horizontal,Cabinets Vertical,Total Cabinets,Modules per Cabinet,Total Modules,Estimated Data Rate (Gbps),Required Sending Cards,Required Receiving Cards,Redundancy Required,Control Mode,Controller Type,Controller Brand,Controller Model,Controller Series,Maximum Load Pixels,Maximum Width Pixels,Maximum Height Pixels,Maximum Ethernet Ports,Maximum Fiber Ports,Controller Units Required,Controller Load %,Recommended Usage,Reason for Selection,Selection Confidence %,Approx Controller Price (USD),Approx Controller Price (INR),Official Product URL,Official Datasheet URL,Manufacturer,Country,Availability,AI Explanation
PRJ-15190,4.2,60.89,255.74,P5,640,640,320,160,2:29,Outdoor,5200,1920,1280,18560,256,3712,950272,0.95,2,29,58,8,464,1.574,1,58,No,Synchronous,Sync Sender/Processor,NovaStar,MCTRL660 Pro,MCTRL Series,2300000,4096,4096,6,2,1,41.3,Fixed installs needing fiber runs,Smallest economical controller with >=10% headroom: 0.95MP load vs 2.30MP capacity (41.3% utilization); width 256px <= 4096px and height 3712px <= 4096px limits satisfied.,97,780,65520,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 256 x 3712 which equals 0.95 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-A602 (950,000 px) but fits within the NovaStar MCTRL660 Pro capacity of 2,300,000 px with a 10% safety margin (load 41.3%), the AI recommends NovaStar MCTRL660 Pro (6x 1G Ethernet, 2x fiber). 2 Ethernet port(s) and 58 receiving card(s) are required for the 58-cabinet outdoor P5 display."
PRJ-15191,9.45,56.69,535.72,P3,960,960,192,192,1:6,Indoor,1400,1920,2880,17280,960,5760,5529600,5.53,3,18,54,25,1350,9.157,1,54,Yes,Synchronous,Sync Sender/Processor,NovaStar,VX1000,VX Series,6500000,10240,8192,10,2,1,85.1,"Rental & staging, large corporate lobbies",Smallest economical controller with >=10% headroom: 5.53MP load vs 6.50MP capacity (85.1% utilization); width 960px <= 10240px and height 5760px <= 8192px limits satisfied.,92,2450,205800,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 960 x 5760 which equals 5.53 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP820 (5,200,000 px) but fits within the NovaStar VX1000 capacity of 6,500,000 px with a 10% safety margin (load 85.1%), the AI recommends NovaStar VX1000 (10x 1G Ethernet, 2x fiber). 9 Ethernet port(s) and 54 receiving card(s) are required for the 54-cabinet indoor P3 display."
PRJ-15192,138.58,40.94,5673.47,P10,1280,960,160,160,44:13,Outdoor,8600,1920,42240,12480,4224,1248,5271552,5.272,33,13,429,48,20592,8.73,1,429,Yes,Synchronous,Sync Sender/Processor,NovaStar,MX30,MX Series,6500000,16384,16384,10,2,1,81.1,"Broadcast, premium fixed installs",Smallest economical controller with >=10% headroom: 5.27MP load vs 6.50MP capacity (81.1% utilization); width 4224px <= 16384px and height 1248px <= 16384px limits satisfied.,91,3900,327600,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 4224 x 1248 which equals 5.27 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP820 (5,200,000 px) but fits within the NovaStar MX30 capacity of 6,500,000 px with a 10% safety margin (load 81.1%), the AI recommends NovaStar MX30 (10x 1G Ethernet, 2x fiber). 9 Ethernet port(s) and 429 receiving card(s) are required for the 429-cabinet outdoor P10 display."
PRJ-15193,51.02,30.24,1542.84,P3,576,576,192,192,27:16,Indoor,4400,1920,15552,9216,5184,3072,15925248,15.925,27,16,432,9,3888,26.372,1,432,Yes,Synchronous,Fiber Distribution System,NovaStar,MX2000 Pro,MX Series,26000000,16384,16384,0,8,1,61.3,"Giant outdoor facades, 8K studios",Smallest economical controller with >=10% headroom: 15.93MP load vs 26.00MP capacity (61.3% utilization); width 5184px <= 16384px and height 3072px <= 16384px limits satisfied.,92,14500,1218000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 5184 x 3072 which equals 15.93 million pixels. Since the total pixel count exceeds the usable capacity of Colorlight X20 (13,000,000 px) but fits within the NovaStar MX2000 Pro capacity of 26,000,000 px with a 10% safety margin (load 61.3%), the AI recommends NovaStar MX2000 Pro (0x 1G Ethernet, 8x fiber). 25 Ethernet port(s) and 432 receiving card(s) are required for the 432-cabinet indoor P3 display."
PRJ-15194,104.99,3.15,330.72,P3,640,480,320,160,33.33:1,Outdoor,4200,1920,32000,960,10667,320,3413440,3.413,50,2,100,6,600,5.653,1,100,No,Synchronous,Sync Sender/Processor,Huidu,HD-VP1620,HD-VP Series,10400000,16384,8192,16,2,1,32.8,Very large budget walls,Smallest economical controller with >=10% headroom: 3.41MP load vs 10.40MP capacity (32.8% utilization); width 10667px <= 16384px and height 320px <= 8192px limits satisfied.,95,1950,163800,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 10667 x 320 which equals 3.41 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-T902B (2,600,000 px) but fits within the Huidu HD-VP1620 capacity of 10,400,000 px with a 10% safety margin (load 32.8%), the AI recommends Huidu HD-VP1620 (16x 1G Ethernet, 2x fiber). 6 Ethernet port(s) and 100 receiving card(s) are required for the 100-cabinet outdoor P3 display."
PRJ-15195,44.29,26.25,1162.61,P2,500,500,250,250,27:16,Indoor,900,3840,13500,8000,6750,4000,27000000,27.0,27,16,432,4,1728,44.712,1,432,Yes,Synchronous,Fiber Distribution System,NovaStar,MX6000 Pro,MX Series,141000000,65536,65536,0,32,1,19.1,"Stadiums, landmark media facades",Smallest economical controller with >=10% headroom: 27.00MP load vs 141.00MP capacity (19.1% utilization); width 6750px <= 65536px and height 4000px <= 65536px limits satisfied.,98,48000,4032000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 6750 x 4000 which equals 27.00 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP8000 (26,000,000 px) but fits within the NovaStar MX6000 Pro capacity of 141,000,000 px with a 10% safety margin (load 19.1%), the AI recommends NovaStar MX6000 Pro (0x 1G Ethernet, 32x fiber). 42 Ethernet port(s) and 432 receiving card(s) are required for the 432-cabinet indoor P2 display."
PRJ-15196,92.39,30.24,2793.87,P4,512,512,256,128,3.06:1,Indoor,5700,1920,28160,9216,7040,2304,16220160,16.22,55,18,990,8,7920,26.861,1,990,Yes,Synchronous,Fiber Distribution System,NovaStar,MX2000 Pro,MX Series,26000000,16384,16384,0,8,1,62.4,"Giant outdoor facades, 8K studios",Smallest economical controller with >=10% headroom: 16.22MP load vs 26.00MP capacity (62.4% utilization); width 7040px <= 16384px and height 2304px <= 16384px limits satisfied.,96,14500,1218000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 7040 x 2304 which equals 16.22 million pixels. Since the total pixel count exceeds the usable capacity of Colorlight X20 (13,000,000 px) but fits within the NovaStar MX2000 Pro capacity of 26,000,000 px with a 10% safety margin (load 62.4%), the AI recommends NovaStar MX2000 Pro (0x 1G Ethernet, 8x fiber). 25 Ethernet port(s) and 990 receiving card(s) are required for the 990-cabinet indoor P4 display."
PRJ-15197,138.58,62.99,8729.15,P10,1280,960,160,160,11:5,Outdoor,7400,1920,42240,19200,4224,1920,8110080,8.11,33,20,660,48,31680,13.43,1,660,Yes,Synchronous,Sync Sender/Processor,Huidu,HD-VP1620,HD-VP Series,10400000,16384,8192,16,2,1,78.0,Very large budget walls,Smallest economical controller with >=10% headroom: 8.11MP load vs 10.40MP capacity (78.0% utilization); width 4224px <= 16384px and height 1920px <= 8192px limits satisfied.,89,1950,163800,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 4224 x 1920 which equals 8.11 million pixels. Since the total pixel count exceeds the usable capacity of NovaStar MCTRL4K (8,850,000 px) but fits within the Huidu HD-VP1620 capacity of 10,400,000 px with a 10% safety margin (load 78.0%), the AI recommends Huidu HD-VP1620 (16x 1G Ethernet, 2x fiber). 13 Ethernet port(s) and 660 receiving card(s) are required for the 660-cabinet outdoor P10 display."
PRJ-15198,112.53,38.58,4341.41,P1.53,490,490,245,245,35:12,Indoor,600,1920,34300,11760,22418,7686,172304748,172.305,70,24,1680,4,6720,285.337,2,1680,Yes,Synchronous,Fiber Distribution System,NovaStar,MX6000 Pro,MX Series,141000000,65536,65536,0,32,2,61.1,"Stadiums, landmark media facades","Total pixels 172,304,748 exceed the largest single-unit capacity; 2 synchronized MX6000 Pro units required (mosaic mode).",76,96000,8064000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 22418 x 7686 which equals 172.31 million pixels, exceeding any single controller's capacity. The AI recommends 2x NovaStar MX6000 Pro units cascaded/mosaic-linked (141,000,000 px each), driving the wall in 2 sections with 1680 receiving cards."
PRJ-15199,23.52,40.31,948.09,P4,512,512,256,128,7:12,Outdoor,2800,3840,7168,12288,1792,3072,5505024,5.505,14,24,336,8,2688,9.116,1,336,Yes,Synchronous,Sync Sender/Processor,NovaStar,MCTRL4K,MCTRL Series,8850000,7680,3840,16,4,1,62.2,"4K fixed installs, control rooms",Smallest economical controller with >=10% headroom: 5.50MP load vs 8.85MP capacity (62.2% utilization); width 1792px <= 7680px and height 3072px <= 3840px limits satisfied.,93,3200,268800,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 1792 x 3072 which equals 5.50 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP820 (5,200,000 px) but fits within the NovaStar MCTRL4K capacity of 8,850,000 px with a 10% safety margin (load 62.2%), the AI recommends NovaStar MCTRL4K (16x 1G Ethernet, 4x fiber). 9 Ethernet port(s) and 336 receiving card(s) are required for the 336-cabinet outdoor P4 display."
PRJ-15200,48.29,1.57,75.82,P1.53,640,480,320,160,30.67:1,Indoor,600,1920,14720,480,9621,314,3020994,3.021,23,1,23,6,138,5.003,1,23,No,Synchronous,Sync Sender/Processor,NovaStar,VX600,VX Series,3900000,10240,8192,6,0,1,77.5,"Conference rooms, control rooms, rental",Smallest economical controller with >=10% headroom: 3.02MP load vs 3.90MP capacity (77.5% utilization); width 9621px <= 10240px and height 314px <= 8192px limits satisfied.,88,1350,113400,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 9621 x 314 which equals 3.02 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-T902B (2,600,000 px) but fits within the NovaStar VX600 capacity of 3,900,000 px with a 10% safety margin (load 77.5%), the AI recommends NovaStar VX600 (6x 1G Ethernet, 0x fiber). 5 Ethernet port(s) and 23 receiving card(s) are required for the 23-cabinet indoor P1.53 display."
PRJ-15201,150.92,82.02,12378.46,P2.5,500,1000,250,250,46:25,Indoor,1500,1920,46000,25000,18400,10000,184000000,184.0,92,25,2300,8,18400,304.704,2,2300,Yes,Synchronous,Fiber Distribution System,NovaStar,MX6000 Pro,MX Series,141000000,65536,65536,0,32,2,65.2,"Stadiums, landmark media facades","Total pixels 184,000,000 exceed the largest single-unit capacity; 2 synchronized MX6000 Pro units required (mosaic mode).",73,96000,8064000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 18400 x 10000 which equals 184.00 million pixels, exceeding any single controller's capacity. The AI recommends 2x NovaStar MX6000 Pro units cascaded/mosaic-linked (141,000,000 px each), driving the wall in 2 sections with 2300 receiving cards."
PRJ-15202,100.16,26.46,2650.23,P6,576,576,192,192,3.79:1,Outdoor,7100,1920,30528,8064,5088,1344,6838272,6.838,53,14,742,9,6678,11.324,1,742,Yes,Synchronous,Sync Sender/Processor,Huidu,HD-VP1220,HD-VP Series,7800000,10240,8192,12,2,1,87.7,"Large budget walls, government projects",Smallest economical controller with >=10% headroom: 6.84MP load vs 7.80MP capacity (87.7% utilization); width 5088px <= 10240px and height 1344px <= 8192px limits satisfied.,92,1450,121800,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 5088 x 1344 which equals 6.84 million pixels. Since the total pixel count exceeds the usable capacity of Colorlight A800 (6,500,000 px) but fits within the Huidu HD-VP1220 capacity of 7,800,000 px with a 10% safety margin (load 87.7%), the AI recommends Huidu HD-VP1220 (12x 1G Ethernet, 2x fiber). 11 Ethernet port(s) and 742 receiving card(s) are required for the 742-cabinet outdoor P6 display."
PRJ-15203,41.99,21.0,881.79,P4,640,640,320,160,2:1,Outdoor,2300,1920,12800,6400,3200,1600,5120000,5.12,20,10,200,8,1600,8.479,1,200,Yes,Synchronous,Sync Sender/Processor,Huidu,HD-VP1640,HD-VP Series,10400000,16384,8192,16,4,1,49.2,"Budget 4K walls, big events",Smallest economical controller with >=10% headroom: 5.12MP load vs 10.40MP capacity (49.2% utilization); width 3200px <= 16384px and height 1600px <= 8192px limits satisfied.,95,2600,218400,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 3200 x 1600 which equals 5.12 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-VP820 (5,200,000 px) but fits within the Huidu HD-VP1640 capacity of 10,400,000 px with a 10% safety margin (load 49.2%), the AI recommends Huidu HD-VP1640 (16x 1G Ethernet, 4x fiber). 8 Ethernet port(s) and 200 receiving card(s) are required for the 200-cabinet outdoor P4 display."
PRJ-15204,9.45,91.34,863.16,P5,960,960,320,160,3:29,Indoor,6100,1920,2880,27840,576,5568,3207168,3.207,3,29,87,18,1566,5.311,1,87,No,Synchronous,Sync Sender/Processor,NovaStar,VX600,VX Series,3900000,10240,8192,6,0,1,82.2,"Conference rooms, control rooms, rental",Smallest economical controller with >=10% headroom: 3.21MP load vs 3.90MP capacity (82.2% utilization); width 576px <= 10240px and height 5568px <= 8192px limits satisfied.,90,1350,113400,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 576 x 5568 which equals 3.21 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-T902B (2,600,000 px) but fits within the NovaStar VX600 capacity of 3,900,000 px with a 10% safety margin (load 82.2%), the AI recommends NovaStar VX600 (6x 1G Ethernet, 0x fiber). 5 Ethernet port(s) and 87 receiving card(s) are required for the 87-cabinet indoor P5 display."
PRJ-15205,6.3,29.92,188.5,P3,640,480,320,160,4:19,Outdoor,1500,1920,1920,9120,640,3040,1945600,1.946,3,19,57,6,342,3.222,1,57,No,Synchronous,Sync Sender/Processor,NovaStar,VX600,VX Series,3900000,10240,8192,6,0,1,49.9,"Conference rooms, control rooms, rental",Smallest economical controller with >=10% headroom: 1.95MP load vs 3.90MP capacity (49.9% utilization); width 640px <= 10240px and height 3040px <= 8192px limits satisfied.,99,1350,113400,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 640 x 3040 which equals 1.95 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-A603 (2,000,000 px) but fits within the NovaStar VX600 capacity of 3,900,000 px with a 10% safety margin (load 49.9%), the AI recommends NovaStar VX600 (6x 1G Ethernet, 0x fiber). 3 Ethernet port(s) and 57 receiving card(s) are required for the 57-cabinet outdoor P3 display."
PRJ-15206,25.59,11.07,283.28,P1.25,600,675,300,168.75,2.31:1,Indoor,900,1920,7800,3375,6240,2700,16848000,16.848,13,5,65,8.0,520.0,27.9,1,65,Yes,Synchronous,Fiber Distribution System,NovaStar,MX2000 Pro,MX Series,26000000,16384,16384,0,8,1,64.8,"Giant outdoor facades, 8K studios",Smallest economical controller with >=10% headroom: 16.85MP load vs 26.00MP capacity (64.8% utilization); width 6240px <= 16384px and height 2700px <= 16384px limits satisfied.,92,14500,1218000,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 6240 x 2700 which equals 16.85 million pixels. Since the total pixel count exceeds the usable capacity of Colorlight X20 (13,000,000 px) but fits within the NovaStar MX2000 Pro capacity of 26,000,000 px with a 10% safety margin (load 64.8%), the AI recommends NovaStar MX2000 Pro (0x 1G Ethernet, 8x fiber). 26 Ethernet port(s) and 65 receiving card(s) are required for the 65-cabinet indoor P1.25 display."
PRJ-15207,8.4,59.84,502.66,P5,1280,960,320,160,0.14:1,Indoor,4500,3840,2560,18240,512,3648,1867776,1.868,2,19,38,24,912,3.093,1,38,No,Synchronous,Sync Sender/Processor,NovaStar,MX30,MX Series,6500000,16384,16384,10,2,1,28.7,"Broadcast, premium fixed installs",Smallest economical controller with >=10% headroom: 1.87MP load vs 6.50MP capacity (28.7% utilization); width 512px <= 16384px and height 3648px <= 16384px limits satisfied.,96,3900,327600,https://www.novastar.tech/products/,https://www.novastar.tech/downloads/,NovaStar,China,In Production,"The display resolution is 512 x 3648 which equals 1.87 million pixels. Since the total pixel count exceeds the usable capacity of Huidu HD-A603 (2,000,000 px) but fits within the NovaStar MX30 capacity of 6,500,000 px with a 10% safety margin (load 28.7%), the AI recommends NovaStar MX30 (10x 1G Ethernet, 2x fiber). 3 Ethernet port(s) and 38 receiving card(s) are required for the 38-cabinet indoor P5 display."
PRJ-15208,2.1,62.99,132.28,P4,640,640,320,160,1:30,Indoor,3300,3840,640,19200,160,4800,768000,0.768,1,30,30,8,240,1.272,2,30,No,Asynchronous (PC-free),Async Media Player/Card,Huidu,HD-H4K,A Series,8290000,8192,4096,10,0,2,4.6,4K cloud-managed billboards,"Total pixels 768,000 exceed the largest single-unit capacity; 2 synchronized HD-H4K units required (mosaic mode).",72,1440,120960,https://www.huidu.cn/,https://www.huidu.cn/,Huidu,China,In Production,"The display resolution is 160 x 4800 which equals 0.77 million pixels, exceeding any single controller's capacity. The AI recommends 2x Huidu HD-H4K units cascaded/mosaic-linked (8,290,000 px each), driving the wall in 2 sections with 30 receiving cards."
